CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
244199105,DE,DEERE & CO,1367369,-7442,867.36M,-4.72M,-0.5%,1.1%
300426103,ECG,EVERUS CONSTRUCTION GROUP,401870,-28678,66.69M,-4.76M,-6.7%,0.08%
87162W100,SNX,SYNNEX CORP,263832,-17986,70.53M,-4.81M,-6.4%,0.09%
410495204,HAFC,HANMI FINANCIAL CORP,0,-184634,0,-4.87M,CLOSE,0%
654106103,NKE,NIKE INC CL B,7806708,-121280,320.47M,-4.98M,-1.5%,0.4%
743315103,PGR,PROGRESSIVE CORP,737746,-23131,161.16M,-5.05M,-3%,0.2%
47233W109,JEF,JEFFERIES FINANCIAL GROUP INC,238730,-102255,11.93M,-5.11M,-30%,0.01%
53190C102,LTH,LIFE TIME GROUP HOLDINGS INC,2447594,-134977,99.96M,-5.51M,-5.2%,0.13%
92206C573,VTC,VANGUARD TOTAL CORPORATE BND,0,-72888,0,-5.6M,CLOSE,0%
83443Q103,SOLS,SOLSTICE ADVANCED MATERIALS,402796,-64239,35.69M,-5.69M,-13.8%,0.04%
30226D106,EXTR,EXTREME NETWORKS INC,2536716,-178967,82.11M,-5.79M,-6.6%,0.1%
918284100,VSEC,VSE CORP,216567,-25809,49.49M,-5.9M,-10.6%,0.06%
235825205,DAN,DANA HOLDING CORP,1076829,-225555,29.3M,-6.14M,-17.3%,0.04%
852234103,XYZ,BLOCK INC,7340417,-83252,557.87M,-6.33M,-1.1%,0.7%
464288513,HYG,ISHARES IBOXX HIGH YIELD COR,0,-81550,0,-6.49M,CLOSE,0%
02156K103,OPTU,OPTIMUM COMMUNICATIONS INC,0,-5084853,0,-6.61M,CLOSE,0%
67103H107,ORLY,O'REILLY AUTOMOTIVE INC COMMON STOCK NEW,2035771,-71975,187.47M,-6.63M,-3.4%,0.23%
007973100,AEIS,ADVANCED ENERGY INDS,318553,-17798,118.78M,-6.64M,-5.3%,0.15%
75524B104,RBC,RBC BEARINGS INC,192977,-11055,124.29M,-7.12M,-5.4%,0.16%
63947X101,NCNO,NCINO INC,0,-477546,0,-7.15M,CLOSE,0%
M22465104,CHKP,CHECK POINT SOFTWARE TECH,8106,-54852,1.07M,-7.21M,-87.1%,<.01%
194693107,CIGI,COLLIERS INTERNATIONAL GROUP INC,425276,-78017,39.89M,-7.32M,-15.5%,0.05%
235851102,DHR,DANAHER CORP,516918,-39935,98.46M,-7.61M,-7.2%,0.12%
000361105,AIR,AAR CORP,582574,-56311,83.27M,-8.05M,-8.8%,0.1%
023135106,AMZN,AMAZON.COM INC,18291403,-34367,4.36B,-8.19M,-0.2%,5.5%
04280AAC4,,ARROWHEAD RESEARCH CORP CVT,65633,-106541,5.35M,-8.68M,-61.9%,<.01%
303075105,FDS,FACTSET RESEARCH SYSTEMS INC,1439274,-38754,331.15M,-8.92M,-2.6%,0.42%
928881101,VNT,VONTIER CORP,631485,-311168,18.31M,-9.02M,-33%,0.02%
82706C108,SIMO,SILICON MOTION TECHNOL-ADR,161432,-27221,53.81M,-9.07M,-14.4%,0.07%
447462102,HURN,HURON CONSULTING GROUP INC,156147,-104065,14.08M,-9.38M,-40%,0.02%
89055F103,BLD,TOPBUILD CORP,0,-27632,0,-9.71M,CLOSE,0%
00847J105,AGYS,AGILYSYS INC,266504,-93998,27.85M,-9.82M,-26.1%,0.03%
64361Q101,VNOM,VIPER ENERGY PARTNERS LP,620376,-239045,26.3M,-10.14M,-27.8%,0.03%
G01767105,ALKS,ALKERMES INC,1585518,-199063,83.07M,-10.43M,-11.2%,0.1%
09290D101,BLK,BLACKROCK INC,198459,-11095,190.83M,-10.67M,-5.3%,0.24%
988498101,YUM,YUM! BRANDS INC,3673461,-68113,587.24M,-10.89M,-1.8%,0.74%
171484108,CHDN,CHURCHILL DOWNS INC,197503,-124893,17.7M,-11.2M,-38.7%,0.02%
85254J102,STAG,STAG INDUSTRIAL INC,0,-324953,0,-11.72M,CLOSE,0%
33767E202,FSV,FIRSTSERVICE CORP,92080,-83175,13.09M,-11.82M,-47.5%,0.02%
29358P101,ENSG,ENSIGN GROUP INC/THE,130503,-75622,20.92M,-12.12M,-36.7%,0.03%
681116109,OLLI,OLLIES BARGAIN OUTLET HOLDI,0,-132362,0,-12.18M,CLOSE,0%
147528103,CASY,CASEYS GENERAL STORES INC,35860,-15969,28.5M,-12.69M,-30.8%,0.04%
784117103,SEIC,SEI INVESTMENTS CO,8482052,-146827,743.96M,-12.88M,-1.7%,0.93%
387328AD9,GVA,GRANITE CONSTRUCTION INC CVT,0,-107753,0,-12.92M,CLOSE,0%
693282105,PDFS,PDF SOLUTIONS INC,643268,-183841,45.54M,-13.01M,-22.2%,0.06%
22160K105,COST,COSTCO WHOLESALE CORP,178361,-14281,166.85M,-13.36M,-7.4%,0.21%
01741R102,ATI,ALLEGHENY TECHNOLOGIES INC,581326,-72090,114.58M,-14.21M,-11%,0.14%
52476L109,LGN,LEGENCE CORP-CL A,732152,-168505,62.4M,-14.36M,-18.7%,0.08%
55405W104,MYRG,MYR GROUP INC/DELAWARE,140594,-29465,70.35M,-14.74M,-17.3%,0.09%
55306N104,MKSI,MKS INC,93771,-33360,41.71M,-14.84M,-26.2%,0.05%
077347300,BELFB,BEL FUSE INC-CL B,101031,-44617,33.65M,-14.86M,-30.6%,0.04%
26614N102,DD,DUPONT DE NEMOURS INC,0,-327498,0,-15M,CLOSE,0%
63845R107,EYE,NATIONAL VISION HOLDINGS INC,0,-584038,0,-15.13M,CLOSE,0%
296315104,ESE,ESCO TECHNOLOGIES,256813,-43940,89.89M,-15.38M,-14.6%,0.11%
29605J106,ESAB,ESAB CORP-W/I,0,-160152,0,-15.48M,CLOSE,0%
925550105,VIAV,VIAVI SOLUTION INC,837321,-339539,39.98M,-16.21M,-28.9%,0.05%
05550J101,BJ,BJS WHOLESALE CLUB HOLDINGS,0,-165143,0,-16.25M,CLOSE,0%
72703H101,PLNT,PLANET FITNESS INC - CL A,0,-221343,0,-16.46M,CLOSE,0%
46120E602,ISRG,INTUITIVE SURGICAL INC,1656156,-43537,658.62M,-17.31M,-2.6%,0.83%
G5S37H101,MRX,MAREX GROUP PLC,1626702,-291920,99.15M,-17.79M,-15.2%,0.12%
92790C104,VRDN,VIRIDIAN THERAPEUTICS INC,0,-927717,0,-18.15M,CLOSE,0%
04351P101,ASND,ASCENDIS PHARMA A/S - ADR,0,-80405,0,-18.39M,CLOSE,0%
039653100,ACA,ARCOSA INC,666203,-126873,96.79M,-18.43M,-16%,0.12%
12763L105,CDRE,CADRE HOLDINGS INC,0,-615546,0,-18.88M,CLOSE,0%
46625H100,JPM,JP MORGAN CHASE & CO,582767,-57731,190.76M,-18.9M,-9%,0.24%
302130109,EXPD,EXPEDITORS INTL WASH INC,5497102,-117704,895.92M,-19.18M,-2.1%,1.1%
53220K504,LGND,LIGAND PHARMACEUTICALS CL B,291805,-61404,92.24M,-19.41M,-17.4%,0.12%
68389X105,ORCL,ORACLE CORP,16698361,-140879,2.45B,-20.65M,-0.8%,3.1%
16359R103,CHE,CHEMED CORP,24481,-44876,11.4M,-20.9M,-64.7%,0.01%
38141G104,GS,GOLDMAN SACHS GROUP,191453,-21732,193.63M,-21.98M,-10.2%,0.24%
116794108,BRKR,BRUKER BIOSCIENCES CORP,54702,-402071,3.29M,-24.2M,-88%,<.01%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1315185,-48573,659.38M,-24.35M,-3.6%,0.83%
141788109,CARG,CARGURUS INC,0,-729016,0,-24.82M,CLOSE,0%
855244109,SBUX,STARBUCKS CORP,9132297,-244151,933.23M,-24.95M,-2.6%,1.2%
750917106,RMBS,RAMBUS INC,470934,-188901,62.51M,-25.07M,-28.6%,0.08%
007973AE0,AEIS,ADVANCED ENERGY IND CVT,7704,-67757,2.87M,-25.26M,-89.8%,<.01%
45780R101,IBP,INSTALLED BUILDING PRODUCTS,0,-96228,0,-25.51M,CLOSE,0%
171779309,CIEN,CIENA CORP,38920,-52393,19.09M,-25.7M,-57.4%,0.02%
465741106,ITRI,ITRON INC,0,-287930,0,-25.81M,CLOSE,0%
042068205,ARM,ARM HOLDINGS PLC,785168,-75094,278.4M,-26.63M,-8.7%,0.35%
50077B207,KTOS,KRATOS DEFENSE & SECURITY SOLUTIONS INC,0,-382466,0,-26.97M,CLOSE,0%
82982L103,SITE,SITEONE LANDSCAPE SUPPLY INC,0,-213098,0,-28.37M,CLOSE,0%
G3398L118,FIHL,PELAGOS INSURANCE CAPITAL LTD,85897,-1172450,2.09M,-28.55M,-93.2%,<.01%
30040P103,EVTC,EVERTEC INC,0,-1024262,0,-28.9M,CLOSE,0%
66987V109,NVS,NOVARTIS AG SPON ADR,5239309,-186791,821.1M,-29.27M,-3.4%,1%
009066101,ABNB,AIRBNB INC,915294,-209525,130.98M,-29.98M,-18.6%,0.16%
097023105,BA,BOEING CO,13915261,-146693,3.01B,-31.75M,-1%,3.8%
457669307,INSM,INSMED INC,0,-194982,0,-31.88M,CLOSE,0%
75886F107,REGN,REGENERON PHARMACEUTICALS,1859172,-53138,1.16B,-33.13M,-2.8%,1.5%
701094104,PH,PARKER HANNIFIN,208634,-35520,204.07M,-34.74M,-14.5%,0.26%
228903100,AORT,ARTIVION INC,0,-980439,0,-35.9M,CLOSE,0%
671044105,OSIS,OSI SYSTEMS INC,22774,-168693,4.98M,-36.89M,-88.1%,<.01%
43300A203,HLT,HILTON WORLDWIDE HOLDINGS IN,607632,-118063,200.8M,-39.02M,-16.3%,0.25%
254687106,DIS,THE WALT DISNEY CO,13574038,-417607,1.31B,-40.19M,-3%,1.6%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,3920953,-82868,1.95B,-41.16M,-2.1%,2.4%
437076102,HD,HOME DEPOT,339950,-119102,119.89M,-42M,-25.9%,0.15%
592688105,MTD,METTLER-TOLEDO INTERNATIONAL,74525,-32921,95.21M,-42.06M,-30.6%,0.12%
81180WBL4,STX,SEAGATE HDD CAYMAN,16274,-43674,15.71M,-42.15M,-72.9%,0.02%
02079K305,GOOGL,ALPHABET INC-CL A,17217854,-121740,6.15B,-43.51M,-0.7%,7.7%
55405Y100,MTSI,MA-COM TECHNOLOGY SOLUTIONS,206610,-115849,78.59M,-44.07M,-35.9%,0.1%
G54950103,LIN,LINDE PLC,222955,-86050,115.7M,-44.65M,-27.8%,0.15%
H17182108,CRSP,CRISPR THERAPEUTICS AG,0,-968135,0,-46.05M,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP,14455,-72604,9.23M,-46.37M,-83.4%,0.01%
02079K107,GOOG,ALPHABET INC-CL C,2716368,-131291,959.77M,-46.39M,-4.6%,1.2%
776696106,ROP,ROPER TECHNOLOGIES INC,294586,-137193,99.68M,-46.42M,-31.8%,0.12%
826919102,SLAB,SILICON LABS INC,0,-223342,0,-46.49M,CLOSE,0%
92826C839,V,VISA INC-CLASS A SHRS,9110773,-143088,3.13B,-49.09M,-1.5%,3.9%
01609W102,BABA,ALIBABA GROUP HOLDING-SP ADR,19994,-533115,1.92M,-51.17M,-96.4%,<.01%
87305R109,TTMI,TTM TECHNOLOGIES,222879,-313117,41.68M,-58.56M,-58.4%,0.05%
859241101,STRL,STERLING CONSTRUCTION CO,79362,-82344,66.61M,-69.12M,-50.9%,0.08%
874039100,TSM,TAIWAN SEMICONDUCTOR ADR,486273,-167825,232.23M,-80.15M,-25.7%,0.29%
30212P303,EXPE,EXPEDIA INC,71258,-320138,18.23M,-81.92M,-81.8%,0.02%
61174X109,MNST,MONSTER BEVERAGE CORPORATION,24849175,-1056049,2.39B,-101.51M,-4.1%,3%
278768AB2,SATS,ECHOSTAR CORP CVT,543127,-1020758,55.13M,-103.61M,-65.3%,0.07%
98850P109,YUMC,YUM CHINA HOLDINGS INC,1712698,-2581213,70M,-105.49M,-60.1%,0.09%
452327109,ILMN,ILLUMINA INC,1931948,-1011029,339.69M,-177.77M,-34.4%,0.43%
70450Y103,PYPL,PAYPAL HOLDINGS INC,252057,-6075350,10.88M,-262.33M,-96%,0.01%
67066G104,NVDA,NVIDIA CORP,39501911,-1475131,7.9B,-295.16M,-3.6%,9.9%
747525103,QCOM,QUALCOMM INC,183692,-4015724,33.94M,-742.07M,-95.6%,0.04%
Total,,,,,79.79B,-370.06M,-0.5%,100%
