CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
464287101,OEF,ISHARES TR,1175,-35,429.9K,-12.81K,-2.9%,0.21%
464288513,HYG,ISHARES TR,5812,-163,464.82K,-13.04K,-2.7%,0.22%
464288679,SHV,ISHARES TR,5246,-168,578.92K,-18.54K,-3.1%,0.28%
464287556,IBB,ISHARES TR,4017,-130,764.15K,-24.73K,-3.1%,0.37%
78464A284,HYMB,SPDR SERIES TRUST,18700,-1000,475.73K,-25.44K,-5.1%,0.23%
464287762,IYH,ISHARES TR,15024,-399,1.01M,-26.74K,-2.6%,0.48%
60937P106,MDB,MONGODB INC,1885,-80,633.17K,-26.87K,-4.1%,0.3%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,930,-125,261.52K,-35.15K,-11.8%,0.13%
855244109,SBUX,STARBUCKS CORP,6505,-385,664.75K,-39.34K,-5.6%,0.32%
002824100,ABT,ABBOTT LABORATORIES,3749,-435,340.18K,-39.47K,-10.4%,0.16%
74144T108,TROW,PRICE T ROWE GROUP INC,1965,-395,223.4K,-44.91K,-16.7%,0.11%
58733R102,MELI,MERCADOLIBRE INC,1043,-29,1.77M,-49.22K,-2.7%,0.85%
46641Q159,JPIE,J P MORGAN EXCHANGE TRADED F,6300,-1200,290.12K,-55.26K,-16%,0.14%
81762P102,NOW,SERVICENOW INC,19585,-600,1.94M,-59.57K,-3%,0.94%
907818108,UNP,UNION PAC CORP,1504,-230,409.09K,-62.56K,-13.3%,0.2%
464287473,IWS,ISHARES TR,1403,-386,230.94K,-63.54K,-21.6%,0.11%
464287507,IJH,ISHARES TR,26554,-846,2.05M,-65.24K,-3.1%,0.98%
00287Y109,ABBV,ABBVIE INC,6023,-290,1.52M,-72.98K,-4.6%,0.73%
88579Y101,MMM,3M CO,2779,-452,449.95K,-73.18K,-14%,0.22%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,1760,-330,394.15K,-73.9K,-15.8%,0.19%
191216100,KO,COCA COLA CO,5923,-1055,481.36K,-85.74K,-15.1%,0.23%
713448108,PEP,PEPSICO INC,2889,-675,391.17K,-91.4K,-18.9%,0.19%
464287515,IGV,ISHARES TR,13090,-1059,1.19M,-95.95K,-7.5%,0.57%
742718109,PG,PROCTER & GAMBLE CO,2564,-680,375.99K,-99.72K,-21%,0.18%
58933Y105,MRK,MERCK & CO INC,6394,-780,821.63K,-100.23K,-10.9%,0.4%
79466L302,CRM,SALESFORCE INC,9274,-765,1.45M,-119.85K,-7.6%,0.7%
464287788,IYF,ISHARES TR,15389,-949,1.96M,-121.01K,-5.8%,0.94%
46137V563,PEY,INVESCO EXCHANGE TRADED FD T,27659,-5669,641.14K,-131.41K,-17%,0.31%
00724F101,ADBE,ADOBE INC,3368,-710,690.51K,-145.56K,-17.4%,0.33%
921946406,VYM,VANGUARD WHITEHALL FDS,2806,-924,443.57K,-146.06K,-24.8%,0.21%
68389X105,ORCL,ORACLE CORP,6795,-1001,995.81K,-146.7K,-12.8%,0.48%
464287598,IWD,ISHARES TR,2481,-615,601.67K,-149.14K,-19.9%,0.29%
464287549,IGM,ISHARES TR,51531,-977,8.43M,-159.82K,-1.9%,4.1%
464287804,IJR,ISHARES TR,27085,-1225,4.02M,-181.68K,-4.3%,1.9%
464287499,IWR,ISHARES TR,33074,-1745,3.65M,-192.51K,-5%,1.8%
437076102,HD,HOME DEPOT INC,5377,-565,1.9M,-199.26K,-9.5%,0.91%
22160K105,COST,COSTCO WHOLESALE CORPORATION,3288,-215,3.08M,-201.13K,-6.1%,1.5%
539830109,LMT,LOCKHEED MARTIN CORP,2913,-400,1.48M,-203.78K,-12.1%,0.71%
031162100,AMGN,AMGEN INC,3300,-565,1.19M,-204.6K,-14.6%,0.57%
46120E602,ISRG,INTUITIVE SURGICAL INC,8850,-549,3.52M,-218.33K,-5.8%,1.7%
98138H101,WDAY,WORKDAY INC,0,-1690,0,-219.56K,CLOSE,0%
464287168,DVY,ISHARES TR,0,-1452,0,-219.92K,CLOSE,0%
922475108,VEEV,VEEVA SYS INC,0,-910,0,-228.03K,CLOSE,0%
478160104,JNJ,JOHNSON & JOHNSON,6874,-925,1.75M,-234.92K,-11.9%,0.84%
G8994E103,TT,TRANE TECHNOLOGIES PLC,0,-570,0,-237.54K,CLOSE,0%
38141G104,GS,GOLDMAN SACHS GROUP INC,1680,-250,1.7M,-252.84K,-13%,0.82%
882508104,TXN,TEXAS INSTRS INC,3399,-875,1.01M,-260.81K,-20.5%,0.49%
17275R102,CSCO,CISCO SYS INC,11802,-2340,1.39M,-274.86K,-16.5%,0.67%
172967424,C,CITIGROUP INC,9948,-2000,1.39M,-279.92K,-16.7%,0.67%
718172109,PM,PHILIP MORRIS INTL INC,0,-1700,0,-281.08K,CLOSE,0%
697435105,PANW,PALO ALTO NETWORKS INC,13497,-830,4.6M,-283.05K,-5.8%,2.2%
438516106,HON,HONEYWELL INTL INC,0,-1273,0,-287.74K,CLOSE,0%
98978V103,ZTS,ZOETIS INC,0,-2454,0,-290.09K,CLOSE,0%
30231G102,XOM,EXXON MOBIL CORP,0,-1810,0,-307.08K,CLOSE,0%
92826C839,V,VISA INC,16290,-960,5.59M,-329.38K,-5.6%,2.7%
049468101,TEAM,ATLASSIAN CORPORATION,0,-4965,0,-338.86K,CLOSE,0%
464287879,IJS,ISHARES TR,4654,-2670,636.2K,-364.99K,-36.5%,0.31%
02079K305,GOOGL,ALPHABET INC,16950,-1040,6.06M,-371.68K,-5.8%,2.9%
464287481,IWP,ISHARES TR,5448,-2549,797.67K,-373.21K,-31.9%,0.38%
75513E101,RTX,RTX CORPORATION,0,-2018,0,-389.27K,CLOSE,0%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,2286,-520,1.74M,-396.83K,-18.5%,0.84%
46625H100,JPM,JPMORGAN CHASE & CO,10868,-1390,3.56M,-454.99K,-11.3%,1.7%
042068205,ARM,ARM HOLDINGS PLC,14108,-1305,5M,-462.71K,-8.5%,2.4%
464287648,IWO,ISHARES TR,3153,-1229,1.24M,-484.19K,-28%,0.6%
24703L202,DELL,DELL TECHNOLOGIES INC,0,-2980,0,-489.11K,CLOSE,0%
464287887,IJT,ISHARES TR,8679,-3108,1.55M,-555.14K,-26.4%,0.75%
464287705,IJJ,ISHARES TR,6500,-3875,960.3K,-572.49K,-37.3%,0.46%
023135106,AMZN,AMAZON COM INC,27535,-2475,6.56M,-589.89K,-8.2%,3.2%
594918104,MSFT,MICROSOFT CORP,17414,-1747,6.5M,-651.68K,-9.1%,3.1%
037833100,AAPL,APPLE INC,36428,-2779,10.54M,-804.14K,-7.1%,5.1%
464287606,IJK,ISHARES TR,13823,-7356,1.62M,-864.36K,-34.7%,0.78%
532457108,LLY,ELI LILLY & CO,6535,-805,7.84M,-965.54K,-11%,3.8%
512807306,LRCX,LAM RESEARCH CORP,0,-4579,0,-978.4K,CLOSE,0%
46090E103,QQQ,INVESCO QQQ TR,0,-1701,0,-982.35K,CLOSE,0%
149123101,CAT,CATERPILLAR INC,0,-1815,0,-1.29M,CLOSE,0%
040413205,ANET,ARISTA NETWORKS INC,0,-13297,0,-1.63M,CLOSE,0%
09290D101,BLK,BLACKROCK INC,0,-2280,0,-2.19M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-10570,0,-3.27M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,255641,-19939,51.15M,-3.99M,-7.2%,24.6%
57636Q104,MA,MASTERCARD INCORPORATED,0,-10492,0,-5.24M,CLOSE,0%
464287630,IWN,ISHARES TR,290,-3495,506.75K,-6.11M,-92.3%,0.24%
Total,,,,,207.89M,-38.14M,-18%,100%
