CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
416515104,HIG,Hartford Insurance Group Inc/The,353558,-405797,46.85M,-53.78M,-53.4%,0.09%
949746101,WFC,Wells Fargo & Co,1699994,-904777,140.49M,-74.77M,-34.7%,0.28%
24703L202,DELL,Dell Technologies Inc,521306,-197638,224.92M,-85.27M,-27.5%,0.45%
697435105,PANW,Palo Alto Networks Inc,498959,-261558,170.15M,-89.2M,-34.4%,0.34%
67066G104,NVDA,NVIDIA Corp,17989213,-454604,3.6B,-90.96M,-2.5%,7.2%
05722G100,BKR,Baker Hughes Co,75959,-1670354,4.22M,-92.7M,-95.7%,<.01%
406216101,HAL,Halliburton Co,51499,-3215324,1.75M,-109.16M,-98.4%,<.01%
037833100,AAPL,Apple Inc,11069967,-429020,3.2B,-124.14M,-3.7%,6.4%
682680103,OKE,ONEOK Inc,62588,-2210772,5.44M,-192.2M,-97.2%,0.01%
Total,,,,,50.15B,2.51B,+6.1%,100%
