CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
90138F102,TWLO,TWILIO INC - A,6955,6955,1.44M,1.44M,NEW,0.05%
437076102,HD,HOME DEPOT INC,44039,4062,15.53M,1.43M,+10.2%,0.56%
91324P102,UNH,UNITEDHEALTH GROUP INC,39866,3434,16.57M,1.43M,+9.4%,0.6%
369604301,GE,GENERAL ELECTRIC,45970,3642,17.18M,1.36M,+8.6%,0.62%
060505104,BAC,BANK OF AMERICA CORP,298160,23725,16.99M,1.35M,+8.6%,0.62%
58507V107,MDLN,MEDLINE INC-CL A,34199,34199,1.35M,1.35M,NEW,0.05%
60937P106,MDB,MONGODB INC,3886,3886,1.31M,1.31M,NEW,0.05%
91307C102,UTHR,UNITED THERAPEUTICS CORP,2393,2393,1.3M,1.3M,NEW,0.05%
74624M102,P,EVERPURE INC-A,16095,16095,1.27M,1.27M,NEW,0.05%
30249U101,,TECHNIPFMC PLC,17497,17497,1.16M,1.16M,NEW,0.04%
58933Y105,MRK,MERCK & CO. INC.,108665,8939,13.96M,1.15M,+9%,0.51%
36828A101,GEV,GE VERNOVA INC,11883,958,13.96M,1.13M,+8.8%,0.51%
64110L106,NFLX,NETFLIX INC,184979,15196,13.21M,1.08M,+9%,0.48%
92343E102,VRSN,VERISIGN INC,4275,4275,1.08M,1.08M,NEW,0.04%
57636Q104,MA,MASTERCARD INC - A,35994,2045,18.49M,1.05M,+6%,0.67%
40434L105,HPQ,HP INC,47809,47809,1.05M,1.05M,NEW,0.04%
969904101,WSM,WILLIAMS-SONOMA INC,10637,4400,2.48M,1.03M,+70.5%,0.09%
459200101,IBM,INTL BUSINESS MACHINES CORP,41190,3453,11.58M,971.02K,+9.2%,0.42%
77311W101,RKT,ROCKET COS INC-CLASS A,124085,61599,1.95M,970.18K,+98.6%,0.07%
882508104,TXN,TEXAS INSTRUMENTS INC,39982,3230,11.92M,962.77K,+8.8%,0.43%
46222L108,IONQ,IONQ INC,17898,17898,953.25K,953.25K,NEW,0.03%
617446448,MS,MORGAN STANLEY,52209,4483,10.91M,937.13K,+9.4%,0.4%
876030107,TPR,TAPESTRY INC,15888,6364,2.33M,931.56K,+66.8%,0.08%
38141G104,GS,GOLDMAN SACHS GROUP INC,12955,919,13.1M,929.45K,+7.6%,0.48%
68389X105,ORCL,ORACLE CORP,75726,6251,11.1M,916.08K,+9%,0.4%
713448108,PEP,PEPSICO INC,79745,6163,10.8M,834.47K,+8.4%,0.39%
697435105,PANW,PALO ALTO NETWORKS INC,35640,2382,12.15M,812.31K,+7.2%,0.44%
771049103,RBLX,ROBLOX CORP -CLASS A,40461,14753,2.2M,802.27K,+57.4%,0.08%
049468101,TEAM,ATLASSIAN CORP-CL A,10170,10170,791.12K,791.12K,NEW,0.03%
65339F101,NEE,NEXTERA ENERGY INC,91432,8982,8.02M,788.35K,+10.9%,0.29%
194162103,CL,COLGATE-PALMOLIVE CO,126014,8452,11.55M,774.88K,+7.2%,0.42%
95040Q104,WELL,WELLTOWER INC,31632,3321,7.18M,753.77K,+11.7%,0.26%
949746101,WFC,WELLS FARGO & CO,134837,9066,11.14M,749.21K,+7.2%,0.4%
032095101,APH,AMPHENOL CORP-CL A,54093,4234,9.54M,746.54K,+8.5%,0.35%
311900104,FAST,FASTENAL CO,64902,15430,3.12M,741.1K,+31.2%,0.11%
031162100,AMGN,AMGEN INC,23768,1966,8.61M,711.93K,+9%,0.31%
580135101,MCD,MCDONALD'S CORP,31238,2603,8.44M,703.62K,+9.1%,0.31%
548661107,LOW,LOWE'S COS INC,25706,3025,5.67M,666.98K,+13.3%,0.21%
040413205,ANET,ARISTA NETWORKS INC,46888,3884,7.97M,659.81K,+9%,0.29%
443201108,HWM,HOWMET AEROSPACE INC,18212,2450,4.9M,658.71K,+15.5%,0.18%
053332102,AZO,AUTOZONE INC,902,206,2.88M,658.36K,+29.6%,0.1%
747525103,QCOM,QUALCOMM INC,46863,3533,8.66M,652.86K,+8.2%,0.31%
907818108,UNP,UNION PACIFIC CORP,26417,2382,7.19M,647.9K,+9.9%,0.26%
09290D101,BLK,BLACKROCK INC,6560,642,6.31M,617.32K,+10.8%,0.23%
254687106,DIS,WALT DISNEY CO/THE,78202,6413,7.53M,617.25K,+8.9%,0.27%
002824100,ABT,ABBOTT LABORATORIES,76977,6742,6.98M,611.77K,+9.6%,0.25%
92343V104,VZ,VERIZON COMMUNICATIONS INC,183487,14283,7.77M,604.74K,+8.4%,0.28%
87612E106,TGT,TARGET CORP,23781,4626,3.11M,604.2K,+24.2%,0.11%
032654105,ADI,ANALOG DEVICES INC,21447,1521,8.52M,604.1K,+7.6%,0.31%
375558103,GILD,GILEAD SCIENCES INC,54814,4669,6.93M,589.88K,+9.3%,0.25%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,16330,1158,8.19M,580.57K,+7.6%,0.3%
693475105,PNC,PNC FINANCIAL SERVICES GROUP,18082,2344,4.45M,577.14K,+14.9%,0.16%
35671D857,FCX,FREEPORT-MCMORAN INC,68053,9175,4.28M,577.02K,+15.6%,0.16%
67103H107,ORLY,O'REILLY AUTOMOTIVE INC,41021,6154,3.78M,566.72K,+17.6%,0.14%
278865100,ECL,ECOLAB INC,14961,1976,4.17M,550.53K,+15.2%,0.15%
126650100,CVS,CVS HEALTH CORP,56531,5321,5.85M,550.46K,+10.4%,0.21%
743315103,PGR,PROGRESSIVE CORP,26089,2503,5.7M,546.78K,+10.6%,0.21%
46120E602,ISRG,INTUITIVE SURGICAL INC,15709,1371,6.25M,545.22K,+9.6%,0.23%
858119100,STLD,STEEL DYNAMICS INC,9496,2276,2.18M,522.25K,+31.5%,0.08%
21037T109,CEG,CONSTELLATION ENERGY,30542,2041,7.59M,506.92K,+7.2%,0.28%
191216100,KO,COCA-COLA CO/THE,170228,6226,13.83M,505.99K,+3.8%,0.5%
084423102,WRB,WR BERKLEY CORP,19848,7157,1.4M,504.78K,+56.4%,0.05%
217204106,CPRT,COPART INC,58936,17845,1.66M,503.05K,+43.4%,0.06%
717081103,PFE,PFIZER INC,251615,20556,6.06M,494.99K,+8.9%,0.22%
23331A109,DHI,DR HORTON INC,14428,2982,2.35M,485.71K,+26.1%,0.09%
808513105,SCHW,SCHWAB (CHARLES) CORP,73190,5190,6.75M,478.88K,+7.6%,0.25%
45687V106,IR,INGERSOLL-RAND INC,25293,5824,2.07M,477.51K,+29.9%,0.08%
172967424,C,CITIGROUP INC,75097,3365,10.51M,470.97K,+4.7%,0.38%
958102105,WDC,WESTERN DIGITAL CORP,15214,736,9.72M,470.1K,+5.1%,0.35%
093712107,BE,BLOOM ENERGY CORP- A,12540,1551,3.8M,469.49K,+14.1%,0.14%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,11324,943,5.62M,468.42K,+9.1%,0.2%
369550108,GD,GENERAL DYNAMICS CORP,13448,1299,4.76M,460.16K,+10.7%,0.17%
58733R102,MELI,MERCADOLIBRE INC,2134,268,3.62M,454.9K,+14.4%,0.13%
235851102,DHR,DANAHER CORP,28323,2386,5.39M,454.49K,+9.2%,0.2%
025816109,AXP,AMERICAN EXPRESS CO,23632,1342,7.99M,453.93K,+6%,0.29%
00206R102,T,AT&T INC,305565,21672,6.33M,448.61K,+7.6%,0.23%
68902V107,OTIS,OTIS WORLDWIDE CORP,25262,6231,1.81M,446.14K,+32.7%,0.07%
74340W103,PLD,PROLOGIS INC,41984,3292,5.69M,445.97K,+8.5%,0.21%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,95614,3819,11.16M,445.56K,+4.2%,0.4%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,90829,7690,5.23M,443.1K,+9.2%,0.19%
09260D107,BX,BLACKSTONE INC,33958,3716,4M,437.26K,+12.3%,0.15%
855244109,SBUX,STARBUCKS CORP,50392,4268,5.15M,436.15K,+9.3%,0.19%
654106103,NKE,NIKE INC -CL B,59682,10600,2.45M,435.13K,+21.6%,0.09%
863667101,SYK,STRYKER CORP,15379,1379,4.84M,434.16K,+9.8%,0.18%
824348106,SHW,SHERWIN-WILLIAMS CO/THE,11061,1257,3.81M,432.81K,+12.8%,0.14%
05464C101,AXON,AXON ENTERPRISE INC,4231,768,2.37M,430.55K,+22.2%,0.09%
902973304,USB,US BANCORP,70051,7112,4.23M,429.56K,+11.3%,0.15%
778296103,ROST,ROSS STORES INC,15409,2005,3.28M,426.76K,+15%,0.12%
12572Q105,CME,CME GROUP INC,16460,1903,3.63M,420.24K,+13.1%,0.13%
94106L109,WM,WASTE MANAGEMENT INC,23720,1883,5.29M,419.68K,+8.6%,0.19%
172062101,CINF,CINCINNATI FINANCIAL CORP,9284,2259,1.72M,418.23K,+32.2%,0.06%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWRE,9704,1649,2.43M,412.22K,+20.5%,0.09%
770700102,HOOD,ROBINHOOD MARKETS INC - A,35386,4083,3.55M,409.44K,+13%,0.13%
064058100,BK,BANK OF NEW YORK MELLON CORP,31061,2831,4.49M,409.39K,+10%,0.16%
174610105,CFG,CITIZENS FINANCIAL GROUP,24031,5764,1.68M,403.88K,+31.6%,0.06%
670346105,NUE,NUCOR CORP,12183,1796,2.71M,400.06K,+17.3%,0.1%
58155Q103,MCK,MCKESSON CORP,5489,521,4.15M,393.67K,+10.5%,0.15%
78409V104,SPGI,S&P GLOBAL INC,13470,955,5.49M,388.93K,+7.6%,0.2%
98419M100,XYL,XYLEM INC,15999,3267,1.89M,386.19K,+25.7%,0.07%
88579Y101,MMM,3M CO,24386,2346,3.95M,379.84K,+10.6%,0.14%
893641100,TDG,TRANSDIGM GROUP INC,2665,285,3.55M,379.63K,+12%,0.13%
303250104,FICO,FAIR ISAAC CORP,1503,314,1.8M,375.16K,+26.4%,0.07%
446150104,HBAN,HUNTINGTON BANCSHARES INC,106122,21090,1.88M,373.93K,+24.8%,0.07%
363576109,AJG,ARTHUR J GALLAGHER & CO,12181,1626,2.8M,373.28K,+15.4%,0.1%
316773100,FITB,FIFTH THIRD BANCORP,43625,6619,2.46M,373.11K,+17.9%,0.09%
143658300,CCL,CARNIVAL CORP LTD,60841,13010,1.74M,371.7K,+27.2%,0.06%
7591EP100,RF,REGIONS FINANCIAL CORP,50995,12228,1.54M,369.29K,+31.5%,0.06%
92345Y106,VRSK,VERISK ANALYTICS INC,9492,2034,1.7M,365.16K,+27.3%,0.06%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,11361,1248,3.3M,362.66K,+12.3%,0.12%
452308109,ITW,ILLINOIS TOOL WORKS,12917,1310,3.49M,354.32K,+11.3%,0.13%
053015103,ADP,AUTOMATIC DATA PROCESSING,18405,1575,4.12M,352.72K,+9.4%,0.15%
911312106,UPS,UNITED PARCEL SERVICE-CL B,34433,3280,3.7M,352.6K,+10.5%,0.13%
592688105,MTD,METTLER-TOLEDO INTERNATIONAL,1453,275,1.86M,351.32K,+23.3%,0.07%
45866F104,ICE,INTERCONTINENTAL EXCHANGE IN,26013,2818,3.2M,346.92K,+12.1%,0.12%
03073E105,COR,CENCORA INC,8717,1211,2.47M,342.69K,+16.1%,0.09%
48251W104,KKR,KKR & CO INC,29858,3690,2.74M,338.67K,+14.1%,0.1%
285512109,EA,ELECTRONIC ARTS INC,11640,1640,2.39M,336.27K,+16.4%,0.09%
29444U700,EQIX,EQUINIX INC,4518,321,4.71M,334.61K,+7.6%,0.17%
020002101,ALL,ALLSTATE CORP,12168,1406,2.9M,334.54K,+13.1%,0.11%
219350105,GLW,CORNING INC,34994,1307,8.94M,333.85K,+3.9%,0.32%
494368103,KMB,KIMBERLY-CLARK CORP,17195,3028,1.89M,332.38K,+21.4%,0.07%
29364G103,ETR,ENTERGY CORP,33927,2893,3.9M,332.29K,+9.3%,0.14%
754730109,RJF,RAYMOND JAMES FINANCIAL INC,11122,2183,1.69M,331.88K,+24.4%,0.06%
571748102,MRSH,MARSH & MCLENNAN COS,21929,1983,3.65M,330.51K,+9.9%,0.13%
416515104,HIG,HARTFORD INSURANCE GROUP INC,14250,2486,1.89M,329.44K,+21.1%,0.07%
31428X106,FDX,FEDEX CORP,10351,1039,3.24M,325.34K,+11.2%,0.12%
81762P102,NOW,SERVICENOW INC,46178,3275,4.58M,325.14K,+7.6%,0.17%
49177J102,KVUE,KENVUE INC,98543,16779,1.88M,320.65K,+20.5%,0.07%
871829107,SYY,SYSCO CORP,23875,3832,2M,320.28K,+19.1%,0.07%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,2914,478,1.94M,318.78K,+19.6%,0.07%
231021106,CMI,CUMMINS INC,6269,444,4.47M,316.67K,+7.6%,0.16%
693718108,PCAR,PACCAR INC,25346,2636,3.04M,316.64K,+11.6%,0.11%
934423104,WBD,WARNER BROS DISCOVERY INC,108565,11864,2.89M,316.29K,+12.3%,0.11%
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,11548,2162,1.69M,316.06K,+23%,0.06%
55261F104,MTB,M & T BANK CORP,7806,1319,1.86M,313.94K,+20.3%,0.07%
026874784,AIG,AMERICAN INTERNATIONAL GROUP,26848,4210,2M,313.77K,+18.6%,0.07%
31488V107,FERG,FERGUSON ENTERPRISES INC,10096,1318,2.4M,312.8K,+15%,0.09%
655844108,NSC,NORFOLK SOUTHERN CORP,10592,986,3.33M,310.19K,+10.3%,0.12%
744320102,PRU,PRUDENTIAL FINANCIAL INC,17956,2868,1.94M,309.54K,+19%,0.07%
20030N101,CMCSA,COMCAST CORP-CLASS A,158191,12571,3.88M,308.62K,+8.6%,0.14%
693506107,PPG,PPG INDUSTRIES INC,15437,2539,1.87M,307.96K,+19.7%,0.07%
03076C106,AMP,AMERIPRISE FINANCIAL INC,4699,660,2.16M,302.78K,+16.3%,0.08%
281020107,EIX,EDISON INTERNATIONAL,56952,4039,4.24M,300.7K,+7.6%,0.15%
12503M108,CBOE,CBOE GLOBAL MARKETS INC,6089,1209,1.48M,293.39K,+24.8%,0.05%
35137L204,FOX,FOX CORP - CLASS B,26180,6201,1.23M,290.45K,+31%,0.04%
03831W108,APP,APPLOVIN CORP-CLASS A,10131,552,5.22M,284.41K,+5.8%,0.19%
337738108,FISV,FISERV INC,33075,5770,1.62M,283.02K,+21.1%,0.06%
422806208,HEIA,HEICO CORP-CLASS A,6833,1096,1.76M,282.67K,+19.1%,0.06%
718546104,PSX,PHILLIPS 66,58523,1670,9.89M,282.31K,+2.9%,0.36%
631103108,NDAQ,NASDAQ INC,23659,3572,1.86M,281.54K,+17.8%,0.07%
816851109,SRE,SEMPRA,42755,3033,3.96M,281.19K,+7.6%,0.14%
422806109,HEI,HEICO CORP,5247,788,1.87M,280.68K,+17.7%,0.07%
620076307,MSI,MOTOROLA SOLUTIONS INC,7348,669,3.05M,277.83K,+10%,0.11%
171779309,CIEN,CIENA CORP,6231,565,3.06M,277.17K,+10%,0.11%
101137107,BSX,BOSTON SCIENTIFIC CORP,67511,6486,2.88M,276.82K,+10.6%,0.1%
278642103,EBAY,EBAY INC,21898,2384,2.45M,266.41K,+12.2%,0.09%
74762E102,PWR,QUANTA SERVICES INC,6717,368,4.84M,264.97K,+5.8%,0.18%
89832Q109,TFC,TRUIST FINANCIAL CORP,57533,5309,2.87M,264.49K,+10.2%,0.1%
244199105,DE,DEERE & CO,10846,415,6.88M,263.25K,+4%,0.25%
55024U109,LITE,LUMENTUM HOLDINGS INC,3157,305,2.71M,261.71K,+10.7%,0.1%
75886F107,REGN,REGENERON PHARMACEUTICALS,4755,418,2.96M,260.64K,+9.6%,0.11%
260003108,DOV,DOVER CORP,8452,1159,1.9M,259.94K,+15.9%,0.07%
872590104,TMUS,T-MOBILE US INC,21708,1540,3.64M,258.3K,+7.6%,0.13%
59156R108,MET,METLIFE INC,26935,3050,2.28M,258.06K,+12.8%,0.08%
756109104,O,REALTY INCOME CORP,47106,4163,2.92M,257.94K,+9.7%,0.11%
031100100,AME,AMETEK INC,11354,1061,2.75M,256.7K,+10.3%,0.1%
03990B101,ARES,ARES MANAGEMENT CORP - A,13208,2296,1.47M,255.57K,+21%,0.05%
03027X100,AMT,AMERICAN TOWER CORP,21842,1549,3.57M,253.37K,+7.6%,0.13%
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,10861,328,8.29M,250.31K,+3.1%,0.3%
70450Y103,PYPL,PAYPAL HOLDINGS INC,47542,5694,2.05M,245.87K,+13.6%,0.07%
209115104,ED,CONSOLIDATED EDISON INC,25343,2213,2.8M,244.82K,+9.6%,0.1%
929740108,WAB,WABTEC CORP,8791,900,2.37M,242.64K,+11.4%,0.09%
857477103,STT,STATE STREET CORP,14056,1414,2.38M,239.81K,+11.2%,0.09%
43300A203,HLT,HILTON WORLDWIDE HOLDINGS IN,10205,724,3.37M,239.25K,+7.6%,0.12%
92537N108,VRT,VERTIV HOLDINGS CO-A,16059,714,5.38M,239.06K,+4.7%,0.2%
609207105,MDLZ,MONDELEZ INTERNATIONAL INC-A,57927,4108,3.35M,237.61K,+7.6%,0.12%
443510607,HUBB,HUBBELL INC,3577,453,1.87M,237.01K,+14.5%,0.07%
14040H105,COF,CAPITAL ONE FINANCIAL CORP,27061,1160,5.43M,232.72K,+4.5%,0.2%
30161N101,EXC,EXELON CORP,70205,4979,3.27M,232.12K,+7.6%,0.12%
89417E109,TRV,TRAVELERS COS INC/THE,9782,694,3.23M,229.1K,+7.6%,0.12%
461202103,INTU,INTUIT INC,12359,876,3.23M,228.64K,+7.6%,0.12%
615369105,MCO,MOODY'S CORP,7068,501,3.2M,226.91K,+7.6%,0.12%
127387108,CDNS,CADENCE DESIGN SYS INC,12211,587,4.58M,220.31K,+5%,0.17%
37045V100,GM,GENERAL MOTORS CO,49753,2797,3.83M,215.59K,+6%,0.14%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,61305,6242,2.08M,212.23K,+11.3%,0.08%
231561101,CW,CURTISS-WRIGHT CORP,2404,278,1.82M,210.66K,+13.1%,0.07%
704326107,PAYX,PAYCHEX INC,19136,2098,1.88M,206.3K,+12.3%,0.07%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES IN,8246,585,2.89M,204.79K,+7.6%,0.1%
172908105,CTAS,CINTAS CORP,16536,1173,2.81M,199.5K,+7.6%,0.1%
828806109,SPG,SIMON PROPERTY GROUP INC,15781,892,3.53M,199.5K,+6%,0.13%
03769M106,APO,APOLLO GLOBAL MANAGEMENT INC,20349,1677,2.41M,198.41K,+9%,0.09%
40412C101,HCA,HCA HEALTHCARE INC,7177,508,2.8M,198.06K,+7.6%,0.1%
773903109,ROK,ROCKWELL AUTOMATION INC,5638,400,2.79M,198.03K,+7.6%,0.1%
55354G100,MSCI,MSCI INC,3601,352,2.02M,197.13K,+10.8%,0.07%
744573106,PEG,PUBLIC SERVICE ENTERPRISE GP,33918,2406,2.75M,195.27K,+7.6%,0.1%
009066101,ABNB,AIRBNB INC-CLASS A,19034,1350,2.72M,193.18K,+7.6%,0.1%
22052L104,CTVA,CORTEVA INC,31819,2257,2.69M,191.15K,+7.6%,0.1%
19247G107,COHR,COHERENT CORP,8283,478,3.27M,188.56K,+6.1%,0.12%
125523100,CI,THE CIGNA GROUP,11971,668,3.3M,184.15K,+5.9%,0.12%
001055102,AFL,AFLAC INC,22041,1563,2.58M,183.26K,+7.6%,0.09%
665859104,NTRS,NORTHERN TRUST CORP,10263,1051,1.78M,182.71K,+11.4%,0.06%
911363109,URI,UNITED RENTALS INC,2985,159,3.38M,180.13K,+5.6%,0.12%
69331C108,PCG,P G & E CORP,148706,10547,2.5M,177.4K,+7.6%,0.09%
92276F100,VTR,VENTAS INC,27634,1960,2.45M,174.05K,+7.6%,0.09%
253868103,DLR,DIGITAL REALTY TRUST INC,16855,964,3.03M,173.12K,+6.1%,0.11%
427866108,HSY,HERSHEY CO/THE,8197,972,1.44M,170.54K,+13.5%,0.05%
384802104,GWW,WW GRAINGER INC,2136,123,2.91M,167.33K,+6.1%,0.11%
571903202,MAR,MARRIOTT INTERNATIONAL -CL A,9730,451,3.61M,167.14K,+4.9%,0.13%
30212P303,EXPE,EXPEDIA GROUP INC,5889,647,1.51M,165.55K,+12.3%,0.05%
12504L109,CBRE,CBRE GROUP INC - A,17235,1222,2.32M,164.59K,+7.6%,0.08%
00217D100,ASTS,AST SPACEMOBILE INC,11027,1842,979.86K,163.68K,+20.1%,0.04%
049560105,ATO,ATMOS ENERGY CORP,12743,904,2.2M,155.73K,+7.6%,0.08%
761152107,RMD,RESMED INC,7948,795,1.55M,154.93K,+11.1%,0.06%
336433107,FSLR,FIRST SOLAR INC,9216,654,2.17M,154.32K,+7.6%,0.08%
501044101,KR,KROGER CO,27982,2759,1.55M,153.21K,+10.9%,0.06%
94106B101,WCN,WASTE CONNECTIONS INC,12706,902,2.12M,150.35K,+7.6%,0.08%
35137L105,FOXA,FOX CORP - CLASS A,19673,2879,1.03M,150.17K,+17.1%,0.04%
075887109,BDX,BECTON DICKINSON AND CO,13947,990,2.11M,149.82K,+7.6%,0.08%
679580100,ODFL,OLD DOMINION FREIGHT LINE,9598,681,2.08M,147.5K,+7.6%,0.08%
30040W108,ES,EVERSOURCE ENERGY,28627,2030,2.07M,146.71K,+7.6%,0.08%
988498101,YUM,YUM! BRANDS INC,12707,902,2.03M,144.19K,+7.6%,0.07%
98978V103,ZTS,ZOETIS INC,21562,1972,1.55M,141.71K,+10.1%,0.06%
14149Y108,CAH,CARDINAL HEALTH INC,11195,588,2.66M,139.69K,+5.5%,0.1%
45841N107,IBKR,INTERACTIVE BROKERS GRO-CL A,22492,1595,1.96M,138.83K,+7.6%,0.07%
74460D109,PSA,PUBLIC STORAGE,8363,434,2.66M,138.15K,+5.5%,0.1%
925652109,VICI,VICI PROPERTIES INC,73298,5199,1.95M,138.03K,+7.6%,0.07%
036752103,ELV,ELEVANCE HEALTH INC,9868,341,3.82M,131.87K,+3.6%,0.14%
030420103,AWK,AMERICAN WATER WORKS CO INC,14065,997,1.85M,131.19K,+7.6%,0.07%
517834107,LVS,LAS VEGAS SANDS CORP,18930,2788,874.38K,128.78K,+17.3%,0.03%
852234103,XYZ,BLOCK INC,28716,1615,2.18M,122.74K,+6%,0.08%
00724F101,ADBE,ADOBE INC,17905,556,3.67M,113.99K,+3.2%,0.13%
45168D104,IDXX,IDEXX LABORATORIES INC,3799,216,2M,113.71K,+6%,0.07%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGY,24534,1739,1.57M,111.31K,+7.6%,0.06%
49271V100,KDP,KEURIG DR PEPPER INC,63629,3365,2.08M,110.14K,+5.6%,0.08%
009158106,APD,AIR PRODUCTS & CHEMICALS INC,13036,368,3.82M,107.89K,+2.9%,0.14%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,8002,568,1.47M,104.01K,+7.6%,0.05%
773121108,RKLB,ROCKET LAB CORP,25095,954,2.55M,96.97K,+4%,0.09%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,6512,307,1.96M,92.42K,+4.9%,0.07%
910047109,UAL,UNITED AIRLINES HOLDINGS INC,8478,601,1.15M,81.73K,+7.6%,0.04%
22822V101,CCI,CROWN CASTLE INC,25159,952,1.91M,72.09K,+3.9%,0.07%
61174X109,MNST,MONSTER BEVERAGE CORP,32597,747,3.13M,71.8K,+2.3%,0.11%
30225T102,EXR,EXTRA SPACE STORAGE INC,14045,441,2.04M,64.08K,+3.2%,0.07%
21036P108,STZ,CONSTELLATION BRANDS INC-A,9411,450,1.31M,62.59K,+5%,0.05%
28176E108,EW,EDWARDS LIFESCIENCES CORP,27136,679,2.45M,61.42K,+2.6%,0.09%
