CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
20030N101,CMCSA,COMCAST CORP-CLASS A,145620,-1434,4.18M,-41.17K,-1%,0.19%
540424108,L,LOEWS CORP,8603,-393,918.28K,-41.95K,-4.4%,0.04%
03073E105,COR,CENCORA INC,7506,-137,2.36M,-43.04K,-1.8%,0.11%
693506107,PPG,PPG INDUSTRIES INC,12898,-440,1.38M,-47.03K,-3.3%,0.06%
929740108,WAB,WABTEC CORP,7891,-191,1.97M,-47.73K,-2.4%,0.09%
87612E106,TGT,TARGET CORP,19155,-394,2.32M,-47.75K,-2%,0.11%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,7434,-316,1.13M,-48.19K,-4.1%,0.05%
21036P108,STZ,CONSTELLATION BRANDS INC-A,8961,-330,1.34M,-49.5K,-3.6%,0.06%
252131107,DXCM,DEXCOM INC,21869,-798,1.37M,-50.11K,-3.5%,0.06%
22052L104,CTVA,CORTEVA INC,29562,-678,2.47M,-56.76K,-2.2%,0.11%
40412C101,HCA,HCA HEALTHCARE INC,6669,-126,3.16M,-59.63K,-1.9%,0.14%
260003108,DOV,DOVER CORP,7293,-323,1.52M,-67.33K,-4.2%,0.07%
31428X106,FDX,FEDEX CORP,9312,-194,3.32M,-69.1K,-2%,0.15%
30225T102,EXR,EXTRA SPACE STORAGE INC,13604,-546,1.78M,-71.6K,-3.9%,0.08%
90384S303,ULTA,ULTA BEAUTY INC,2122,-137,1.11M,-71.61K,-6.1%,0.05%
29084Q100,EME,EMCOR GROUP INC,2535,-101,1.87M,-74.57K,-3.8%,0.09%
494368103,KMB,KIMBERLY-CLARK CORP,14167,-880,1.37M,-84.89K,-5.8%,0.06%
29444U700,EQIX,EQUINIX INC,4197,-87,4.11M,-85.28K,-2%,0.19%
171779309,CIEN,CIENA CORP,5666,-229,2.2M,-88.9K,-3.9%,0.1%
949746101,WFC,WELLS FARGO & CO,125771,-1241,10.01M,-98.8K,-1%,0.46%
16119P108,CHTR,CHARTER COMMUNICATIONS INC-A,3465,-508,748.02K,-109.67K,-12.8%,0.03%
871829107,SYY,SYSCO CORP,20043,-1674,1.43M,-119.41K,-7.7%,0.06%
49177J102,KVUE,KENVUE INC,81764,-7123,1.41M,-122.8K,-8%,0.06%
084423102,WRB,WR BERKLEY CORP,12691,-1876,841.16K,-124.34K,-12.9%,0.04%
427866108,HSY,HERSHEY CO/THE,7225,-637,1.5M,-132.43K,-8.1%,0.07%
172967424,C,CITIGROUP INC,71732,-1189,8.14M,-134.84K,-1.6%,0.37%
256677105,DG,DOLLAR GENERAL CORP,10138,-1238,1.2M,-146.99K,-10.9%,0.05%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES IN,7661,-539,2.16M,-152.2K,-6.6%,0.1%
679580100,ODFL,OLD DOMINION FREIGHT LINE,8917,-805,1.74M,-157.3K,-8.3%,0.08%
501044101,KR,KROGER CO,25223,-2297,1.83M,-166.21K,-8.3%,0.08%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,2436,-277,1.47M,-167.59K,-10.2%,0.07%
876030107,TPR,TAPESTRY INC,9524,-1208,1.34M,-170.46K,-11.3%,0.06%
29670G102,WTRG,ESSENTIAL UTILITIES INC,13247,-4349,533.46K,-175.13K,-24.7%,0.02%
311900104,FAST,FASTENAL CO,49472,-4364,2.3M,-202.49K,-8.1%,0.1%
060505104,BAC,BANK OF AMERICA CORP,274435,-4513,13.38M,-220.01K,-1.6%,0.61%
35671D857,FCX,FREEPORT-MCMORAN INC,58878,-3746,3.46M,-220.19K,-6%,0.16%
670346105,NUE,NUCOR CORP,10387,-1325,1.76M,-224.06K,-11.3%,0.08%
199908104,FIX,COMFORT SYSTEMS USA INC,1665,-188,2.3M,-259.25K,-10.1%,0.1%
773121108,RKLB,ROCKET LAB CORP,24141,-4147,1.55M,-266.32K,-14.7%,0.07%
093712107,BE,BLOOM ENERGY CORP- A,10989,-2180,1.49M,-295.37K,-16.6%,0.07%
46284V101,IRM,IRON MOUNTAIN INC,18963,-2893,1.94M,-295.49K,-13.2%,0.09%
858119100,STLD,STEEL DYNAMICS INC,7220,-2282,1.3M,-410.76K,-24%,0.06%
62944T105,NVR,NVR INC,0,-127,0,-926.18K,CLOSE,0%
79589L106,IOT,SAMSARA INC-CL A,0,-27138,0,-962.04K,CLOSE,0%
531229755,FWONK,LIBERTY MEDIA CORP-FORMULA-C,0,-10149,0,-999.78K,CLOSE,0%
74144T108,TROW,T ROWE PRICE GROUP INC,0,-9984,0,-1.02M,CLOSE,0%
40434L105,HPQ,HP INC,0,-48962,0,-1.09M,CLOSE,0%
64110D104,NTAP,NETAPP INC,0,-10605,0,-1.14M,CLOSE,0%
92343E102,VRSN,VERISIGN INC,0,-4678,0,-1.14M,CLOSE,0%
11133T103,BR,BROADRIDGE FINANCIAL SOLUTIO,0,-5093,0,-1.14M,CLOSE,0%
525327102,LDOS,LEIDOS HOLDINGS INC,0,-6358,0,-1.15M,CLOSE,0%
74624M102,P,PURE STORAGE INC - CLASS A,0,-17149,0,-1.15M,CLOSE,0%
04626A103,ALAB,ASTERA LABS INC,0,-7557,0,-1.26M,CLOSE,0%
049468101,TEAM,ATLASSIAN CORP-CL A,0,-8320,0,-1.35M,CLOSE,0%
00827B106,AFRM,AFFIRM HOLDINGS INC,0,-18484,0,-1.38M,CLOSE,0%
039483102,ADM,ARCHER-DANIELS-MIDLAND CO,0,-24647,0,-1.42M,CLOSE,0%
60937P106,MDB,MONGODB INC,0,-3751,0,-1.57M,CLOSE,0%
444859102,HUM,HUMANA INC,0,-6248,0,-1.6M,CLOSE,0%
22160N109,CSGP,COSTAR GROUP INC,0,-27342,0,-1.84M,CLOSE,0%
68389X105,ORCL,ORACLE CORP,69475,-30098,10.22M,-4.43M,-30.2%,0.46%
191216100,KO,COCA-COLA CO/THE,164002,-79045,12.47M,-6.01M,-32.5%,0.57%
92343V104,VZ,VERIZON COMMUNICATIONS INC,169204,-121657,8.49M,-6.11M,-41.8%,0.39%
931142103,WMT,WALMART INC,175586,-50827,21.82M,-6.32M,-22.4%,0.99%
742718109,PG,PROCTER & GAMBLE CO/THE,0,-125550,0,-17.99M,CLOSE,0%
Total,,,,,2.2B,56.81M,+2.5%,100%
